"departure_time" (unix time, UTC), "travel_time" (seconds)
1202496229,1027
1202496587, 799
1202496593, 802
1202496047,1355
1202496487, 930
1202496223,1199
1202496293,1183
1202496205,1274
1202496514, 992
1202496452,1056
1202496465,1065
1202496615, 948
1202496804, 775
1202496561,1026
1202496808, 841
1202496842, 835
1202496635,1047
1202496928, 757
1202496721,1002
1202496690,1050
1202496449,1359
1202496972, 848
1202496899, 928
1202497073, 759
1202496861, 999
1202497065, 836
1202497036, 882
1202496945,1009
1202497215, 748
1202497264, 777
1202497305, 746
1202497334, 718
1202497218, 857
1202496896,1209
1202497326, 856
1202497415, 799
1202497618, 611
1202497454, 780
1202497189,1057
1202497491, 778
1202497472, 803
1202497383, 950
1202497659, 696
1202497827, 548
1202497555, 866
1202497746, 728
1202497935, 550
1202497907, 590
1202497916, 622
1202497975, 567
1202498011, 562
1202497863, 730
1202498044, 556
1202498023, 579
1202498024, 596
1202498008, 620
1202497974, 677
1202498039, 636
1202498183, 539
1202498165, 572
1202498168, 574
1202498255, 518
1202498171, 617
1202497767,1029
1202498159, 651
1202498160, 652
1202498180, 633
1202498124, 693
1202498301, 522
1202498226, 642
1202498184, 687
1202498368, 520
1202498264, 634
1202498202, 711
1202498369, 566
1202498323, 642
1202498446, 531
1202498387, 598
1202498447, 556
1202498489, 525
1202498494, 552
1202498463, 609
1202498379, 718
1202498446, 664
1202498521, 613
1202498629, 514
1202498553, 616
1202498582, 606
1202498592, 639
1202498672, 575
1202498723, 546
1202498712, 577
1202498729, 584
1202498812, 514
1202498843, 495
1202498817, 523
1202498701, 654
1202498861, 537
1202498815, 596
1202498876, 567
1202498869, 579
1202498941, 542
1202498990, 518
1202498975, 568
1202499010, 548
1202499071, 554
1202499083, 567
1202499247, 451
1202499168, 530
1202499170, 551
1202499207, 568
1202499228, 578
1202499269, 538
1202499256, 579
1202499433, 454
1202499363, 550
1202499444, 470
1202499439, 480
1202499368, 552
1202499277, 671
1202499531, 444
1202499428, 570
1202499550, 490
1202499497, 555
1202499602, 452
1202499587, 472
1202499452, 640
1202499606, 528
1202499574, 568
1202499514, 638
1202499628, 537
1202499723, 531
1202499725, 545
1202499785, 488
1202499794, 483
1202499730, 556
1202499797, 533
1202499873, 477
1202499841, 550
1202499863, 531
1202499902, 508
1202499867, 585
1202499984, 476
1202499888, 577
1202499904, 572
1202499893, 585
1202499947, 538
1202500012, 486
1202500018, 493
1202500076, 511
1202500047, 545
1202500160, 465
1202500147, 507
1202500116, 545
