"fk_vtl_id","unixtime","coordinate","vel_mph"
-46,1202494937,"(-122.0753,37.6187)",67
-46,1202494956,"(-122.0753,37.6187)",67
-46,1202494961,"(-122.0754,37.6187)",66
-46,1202494987,"(-122.0753,37.6187)",67
-46,1202495049,"(-122.0754,37.6187)",65
-46,1202495063,"(-122.0754,37.6187)",65
-46,1202495064,"(-122.0754,37.6187)",62
-46,1202495088,"(-122.0754,37.6187)",70
-46,1202495102,"(-122.0754,37.6187)",63
-46,1202495110,"(-122.0754,37.6187)",65
-46,1202495118,"(-122.0753,37.6187)",66
-46,1202495131,"(-122.0754,37.6187)",64
-46,1202495200,"(-122.0753,37.6187)",64
-46,1202495213,"(-122.0753,37.6187)",63
-46,1202495284,"(-122.0754,37.6187)",68
-46,1202495294,"(-122.0754,37.6187)",63
-46,1202495325,"(-122.0754,37.6187)",61
-46,1202495336,"(-122.0754,37.6187)",68
-46,1202495650,"(-122.0754,37.6187)",69
-46,1202495814,"(-122.0753,37.6187)",71
-46,1202495823,"(-122.0754,37.6187)",72
-46,1202495832,"(-122.0753,37.6187)",65
-46,1202495949,"(-122.0754,37.6187)",59
-46,1202495971,"(-122.0753,37.6187)",70
-46,1202496002,"(-122.0754,37.6187)",65
-46,1202496007,"(-122.0754,37.6187)",66
-46,1202496177,"(-122.0753,37.6188)",70
-46,1202496230,"(-122.0753,37.6187)",60
-46,1202496250,"(-122.0753,37.6187)",59
-46,1202496384,"(-122.0753,37.6187)",68
-46,1202496453,"(-122.0754,37.6187)",66
-46,1202496455,"(-122.0753,37.6187)",67
-46,1202496481,"(-122.0753,37.6187)",71
-46,1202496483,"(-122.0753,37.6187)",66
-46,1202496501,"(-122.0753,37.6187)",71
-46,1202496506,"(-122.0754,37.6187)",71
-46,1202496524,"(-122.0754,37.6187)",58
-46,1202496569,"(-122.0753,37.6187)",65
-46,1202496569,"(-122.0754,37.6187)",61
-46,1202496572,"(-122.0754,37.6187)",59
-46,1202496591,"(-122.0754,37.6187)",61
-46,1202496596,"(-122.0754,37.6187)",63
-46,1202496627,"(-122.0753,37.6187)",71
-46,1202496685,"(-122.0753,37.6188)",68
-46,1202496948,"(-122.0754,37.6187)",69
-46,1202496949,"(-122.0754,37.6187)",64
-46,1202497017,"(-122.0754,37.6187)",66
-46,1202497071,"(-122.0754,37.6187)",63
-46,1202497081,"(-122.0753,37.6187)",65
-46,1202497086,"(-122.0753,37.6187)",63
-46,1202497099,"(-122.0753,37.6187)",68
-46,1202497130,"(-122.0754,37.6187)",55
-46,1202497131,"(-122.0754,37.6187)",67
-46,1202497164,"(-122.0753,37.6188)",79
-46,1202497170,"(-122.0754,37.6187)",71
-46,1202497197,"(-122.0754,37.6187)",70
-46,1202497220,"(-122.0753,37.6187)",71
-46,1202497229,"(-122.0753,37.6187)",66
-46,1202497240,"(-122.0754,37.6187)",61
-46,1202497260,"(-122.0753,37.6187)",74
-46,1202497261,"(-122.0753,37.6187)",67
-46,1202497283,"(-122.0753,37.6187)",68
-46,1202497284,"(-122.0753,37.6187)",72
-46,1202497288,"(-122.0754,37.6187)",65
-46,1202497303,"(-122.0753,37.6187)",64
-46,1202497313,"(-122.0754,37.6187)",68
-46,1202497316,"(-122.0753,37.6187)",66
-46,1202497330,"(-122.0753,37.6187)",64
-46,1202497345,"(-122.0754,37.6187)",56
-46,1202497352,"(-122.0754,37.6187)",52
-46,1202497373,"(-122.0754,37.6187)",61
-46,1202497384,"(-122.0753,37.6187)",71
-46,1202497404,"(-122.0754,37.6187)",65
-46,1202497405,"(-122.0754,37.6187)",65
-46,1202497407,"(-122.0754,37.6187)",61
-46,1202497407,"(-122.0754,37.6187)",63
-46,1202497436,"(-122.0753,37.6188)",81
-46,1202497453,"(-122.0754,37.6187)",70
-46,1202497468,"(-122.0754,37.6187)",61
-46,1202497474,"(-122.0753,37.6187)",64
-46,1202497497,"(-122.0754,37.6187)",52
-46,1202497524,"(-122.0753,37.6187)",67
-46,1202497533,"(-122.0753,37.6187)",67
-46,1202497544,"(-122.0754,37.6187)",71
-46,1202497690,"(-122.0754,37.6187)",67
-46,1202497733,"(-122.0754,37.6187)",60
-46,1202497793,"(-122.0754,37.6187)",70
-46,1202497803,"(-122.0754,37.6187)",68
-46,1202497820,"(-122.0753,37.6187)",72
-46,1202497826,"(-122.0754,37.6187)",65
-46,1202497901,"(-122.0753,37.6187)",69
-46,1202497921,"(-122.0753,37.6187)",69
-46,1202497932,"(-122.0753,37.6188)",72
-46,1202497989,"(-122.0754,37.6187)",67
-46,1202498011,"(-122.0754,37.6187)",69
-46,1202498032,"(-122.0753,37.6187)",76
-46,1202498039,"(-122.0754,37.6187)",67
-46,1202498055,"(-122.0754,37.6187)",65
-46,1202498059,"(-122.0753,37.6187)",73
-46,1202498076,"(-122.0753,37.6187)",65
-46,1202498103,"(-122.0754,37.6187)",59
-46,1202498103,"(-122.0754,37.6187)",67
-46,1202498107,"(-122.0754,37.6187)",63
-46,1202498144,"(-122.0754,37.6187)",62
-46,1202498324,"(-122.0754,37.6187)",66
-46,1202498403,"(-122.0754,37.6187)",63
-46,1202498439,"(-122.0754,37.6187)",60
-46,1202498450,"(-122.0753,37.6187)",64
-46,1202498500,"(-122.0753,37.6187)",65
-46,1202498511,"(-122.0754,37.6187)",56
-46,1202498523,"(-122.0754,37.6187)",58
-46,1202498587,"(-122.0754,37.6187)",62
-46,1202498602,"(-122.0754,37.6187)",61
-46,1202498605,"(-122.0753,37.6187)",72
-46,1202498610,"(-122.0754,37.6187)",60
-46,1202498628,"(-122.0753,37.6187)",66
-46,1202498636,"(-122.0753,37.6187)",69
-46,1202498660,"(-122.0754,37.6187)",59
-46,1202498673,"(-122.0754,37.6187)",67
-46,1202498697,"(-122.0754,37.6187)",64
-46,1202498702,"(-122.0754,37.6187)",67
-46,1202498732,"(-122.0754,37.6187)",58
-46,1202498759,"(-122.0753,37.6188)",71
-46,1202498766,"(-122.0754,37.6187)",63
-46,1202498772,"(-122.0753,37.6187)",70
-46,1202498785,"(-122.0753,37.6188)",64
-46,1202498802,"(-122.0754,37.6187)",59
-46,1202498803,"(-122.0754,37.6187)",58
-46,1202498847,"(-122.0753,37.6187)",68
-46,1202498857,"(-122.0754,37.6187)",56
-46,1202498859,"(-122.0753,37.6187)",70
-46,1202498887,"(-122.0753,37.6187)",63
-46,1202498944,"(-122.0754,37.6187)",67
-46,1202498978,"(-122.0754,37.6187)",66
-46,1202499008,"(-122.0754,37.6187)",54
-46,1202499021,"(-122.0753,37.6188)",65
-46,1202499024,"(-122.0753,37.6187)",66
-46,1202499043,"(-122.0754,37.6187)",58
-46,1202499109,"(-122.0753,37.6188)",69
-46,1202499116,"(-122.0753,37.6188)",68
-46,1202499134,"(-122.0754,37.6187)",61
-46,1202499137,"(-122.0753,37.6188)",73
-46,1202499168,"(-122.0753,37.6187)",67
-46,1202499317,"(-122.0753,37.6187)",64
-46,1202499342,"(-122.0754,37.6187)",64
-46,1202499370,"(-122.0753,37.6188)",69
-46,1202499370,"(-122.0754,37.6187)",56
-46,1202499375,"(-122.0754,37.6187)",59
-46,1202499418,"(-122.0754,37.6187)",59
-46,1202499433,"(-122.0754,37.6187)",67
-46,1202499552,"(-122.0754,37.6187)",64
-46,1202499606,"(-122.0754,37.6187)",63
-46,1202499656,"(-122.0754,37.6187)",62
-46,1202499742,"(-122.0754,37.6187)",57
-46,1202499756,"(-122.0753,37.6187)",65
-46,1202499758,"(-122.0753,37.6187)",65
-46,1202499771,"(-122.0754,37.6187)",63
-46,1202499778,"(-122.0753,37.6187)",62
-46,1202499808,"(-122.0754,37.6187)",64
-46,1202499853,"(-122.0754,37.6187)",71
-46,1202499931,"(-122.0754,37.6187)",56
-46,1202499935,"(-122.0753,37.6187)",64
-46,1202499945,"(-122.0754,37.6187)",66
-46,1202499948,"(-122.0753,37.6187)",60
-46,1202499961,"(-122.0753,37.6188)",68
-46,1202499980,"(-122.0754,37.6187)",63
-46,1202499980,"(-122.0754,37.6187)",63
-46,1202500023,"(-122.0754,37.6187)",61
-46,1202500041,"(-122.0754,37.6187)",61
-46,1202500108,"(-122.0753,37.6188)",66
-46,1202500149,"(-122.0754,37.6187)",65
-46,1202500150,"(-122.0753,37.6187)",67
-46,1202500162,"(-122.0753,37.6187)",68
-46,1202500191,"(-122.0754,37.6187)",60
-46,1202500206,"(-122.0753,37.6187)",69
-46,1202500207,"(-122.0754,37.6187)",66
-46,1202500232,"(-122.0754,37.6187)",57
-46,1202500290,"(-122.0753,37.6188)",75
-46,1202500295,"(-122.0754,37.6187)",64
-46,1202500323,"(-122.0753,37.6188)",73
-46,1202500328,"(-122.0753,37.6188)",71
-46,1202500466,"(-122.0754,37.6187)",59
-46,1202500506,"(-122.0754,37.6187)",63
-46,1202500526,"(-122.0753,37.6187)",71
-46,1202500553,"(-122.0753,37.6188)",71
-46,1202500559,"(-122.0754,37.6187)",59
-46,1202500592,"(-122.0754,37.6187)",52
-46,1202500595,"(-122.0754,37.6187)",56
-46,1202500626,"(-122.0754,37.6187)",64
-46,1202500646,"(-122.0753,37.6188)",68
-46,1202500668,"(-122.0754,37.6187)",60
-46,1202500675,"(-122.0754,37.6187)",59
-46,1202500709,"(-122.0753,37.6187)",72
-46,1202500752,"(-122.0753,37.6187)",65
-46,1202500773,"(-122.0753,37.6187)",64
-46,1202500793,"(-122.0753,37.6187)",70
-46,1202500813,"(-122.0754,37.6187)",68
-46,1202500818,"(-122.0754,37.6187)",63
-46,1202500845,"(-122.0754,37.6187)",62
-46,1202500845,"(-122.0754,37.6187)",62
-46,1202500848,"(-122.0753,37.6188)",70
-46,1202500870,"(-122.0754,37.6187)",68
-46,1202500872,"(-122.0753,37.6188)",71
-46,1202500896,"(-122.0753,37.6187)",67
-46,1202500910,"(-122.0753,37.6187)",67
-46,1202500972,"(-122.0753,37.6187)",67
-46,1202500978,"(-122.0753,37.6188)",68
-46,1202501056,"(-122.0753,37.6187)",62
-46,1202501079,"(-122.0754,37.6187)",62
-46,1202501110,"(-122.0754,37.6187)",56
-46,1202501112,"(-122.0753,37.6187)",69
-46,1202501130,"(-122.0753,37.6188)",69
-46,1202501142,"(-122.0754,37.6187)",57
-46,1202501156,"(-122.0753,37.6187)",67
-46,1202501162,"(-122.0753,37.6187)",61
-46,1202501196,"(-122.0753,37.6188)",71
-46,1202501243,"(-122.0753,37.6188)",71
-46,1202501246,"(-122.0754,37.6187)",66
-46,1202501255,"(-122.0753,37.6187)",67
-46,1202501257,"(-122.0754,37.6187)",61
-46,1202501258,"(-122.0754,37.6187)",64
-46,1202501266,"(-122.0753,37.6187)",62
-46,1202501287,"(-122.0753,37.6188)",70
-46,1202501343,"(-122.0753,37.6188)",62
-46,1202501355,"(-122.0753,37.6187)",65
-46,1202501370,"(-122.0754,37.6187)",62
-46,1202501375,"(-122.0754,37.6187)",62
-46,1202501382,"(-122.0754,37.6187)",62
-46,1202501404,"(-122.0753,37.6188)",79
-46,1202501413,"(-122.0753,37.6188)",67
-46,1202501434,"(-122.0753,37.6188)",75
-46,1202501491,"(-122.0754,37.6187)",55
-46,1202501534,"(-122.0753,37.6188)",60
-46,1202501550,"(-122.0754,37.6187)",60
-46,1202501560,"(-122.0754,37.6187)",60
-46,1202501574,"(-122.0754,37.6187)",58
-46,1202501696,"(-122.0753,37.6188)",65
-46,1202501776,"(-122.0754,37.6187)",63
-46,1202501826,"(-122.0754,37.6187)",62
-46,1202501849,"(-122.0754,37.6187)",64
-46,1202501860,"(-122.0753,37.6187)",62
-46,1202501861,"(-122.0754,37.6187)",58
-46,1202501874,"(-122.0754,37.6187)",56
-46,1202501875,"(-122.0754,37.6187)",63
-46,1202501927,"(-122.0753,37.6188)",71
-46,1202501944,"(-122.0753,37.6188)",71
-46,1202501952,"(-122.0753,37.6187)",68
-46,1202501959,"(-122.0753,37.6187)",64
-46,1202501961,"(-122.0754,37.6187)",61
-46,1202501968,"(-122.0754,37.6187)",64
-46,1202501968,"(-122.0754,37.6187)",61
-46,1202501970,"(-122.0754,37.6187)",65
-46,1202501977,"(-122.0754,37.6187)",66
-46,1202501981,"(-122.0753,37.6187)",67
-46,1202502026,"(-122.0753,37.6187)",66
-46,1202502027,"(-122.0754,37.6187)",61
-46,1202502036,"(-122.0754,37.6187)",58
-46,1202502066,"(-122.0754,37.6187)",54
-46,1202502084,"(-122.0754,37.6187)",62
-46,1202502095,"(-122.0753,37.6187)",67
-46,1202502153,"(-122.0753,37.6188)",71
-46,1202502159,"(-122.0753,37.6188)",75
-46,1202502168,"(-122.0754,37.6187)",64
-46,1202502235,"(-122.0754,37.6187)",59
-46,1202502253,"(-122.0754,37.6187)",67
-46,1202502301,"(-122.0754,37.6187)",63
-46,1202502317,"(-122.0754,37.6187)",65
-46,1202502327,"(-122.0753,37.6187)",70
-46,1202502381,"(-122.0754,37.6187)",67
-46,1202502399,"(-122.0754,37.6187)",59
-46,1202502442,"(-122.0754,37.6187)",66
-46,1202502466,"(-122.0754,37.6187)",59
-46,1202502495,"(-122.0754,37.6187)",59
-46,1202502518,"(-122.0754,37.6187)",73
-46,1202502612,"(-122.0754,37.6187)",59
-46,1202502625,"(-122.0753,37.6187)",69
-46,1202502697,"(-122.0753,37.6188)",69
-46,1202502703,"(-122.0753,37.6188)",64
-46,1202502706,"(-122.0754,37.6187)",63
-46,1202502707,"(-122.0754,37.6187)",64
-46,1202502748,"(-122.0753,37.6188)",67
-46,1202502748,"(-122.0753,37.6187)",68
-46,1202502756,"(-122.0754,37.6187)",66
-46,1202502774,"(-122.0753,37.6188)",71
-46,1202502776,"(-122.0754,37.6187)",56
-46,1202502847,"(-122.0753,37.6188)",66
-46,1202502879,"(-122.0753,37.6188)",74
-46,1202502932,"(-122.0754,37.6187)",64
-46,1202502952,"(-122.0754,37.6187)",70
-46,1202502955,"(-122.0754,37.6187)",65
-46,1202503076,"(-122.0754,37.6187)",64
-46,1202503117,"(-122.0754,37.6187)",69
-46,1202503165,"(-122.0753,37.6187)",65
-46,1202503168,"(-122.0754,37.6187)",67
-46,1202503205,"(-122.0754,37.6187)",61
-46,1202503240,"(-122.0754,37.6187)",60
-46,1202503246,"(-122.0753,37.6187)",64
-46,1202503257,"(-122.0754,37.6187)",61
-46,1202503261,"(-122.0754,37.6187)",62
-46,1202503266,"(-122.0754,37.6187)",63
-46,1202503274,"(-122.0753,37.6187)",69
-46,1202503360,"(-122.0754,37.6187)",59
-46,1202503361,"(-122.0753,37.6187)",64
-46,1202503362,"(-122.0754,37.6187)",66
-46,1202503401,"(-122.0754,37.6187)",65
-46,1202503413,"(-122.0753,37.6187)",73
-46,1202503429,"(-122.0753,37.6188)",69
-46,1202503444,"(-122.0754,37.6187)",62
-46,1202503464,"(-122.0753,37.6187)",72
-46,1202503471,"(-122.0754,37.6187)",53
-46,1202503487,"(-122.0754,37.6187)",69
-46,1202503565,"(-122.0753,37.6188)",61
-46,1202503592,"(-122.0753,37.6187)",68
-46,1202503646,"(-122.0754,37.6187)",57
-46,1202503697,"(-122.0754,37.6187)",61
-46,1202503723,"(-122.0754,37.6187)",61
-46,1202503767,"(-122.0754,37.6187)",60
-46,1202503768,"(-122.0753,37.6188)",69
-46,1202503771,"(-122.0754,37.6187)",51
-46,1202503788,"(-122.0753,37.6187)",63
-46,1202503802,"(-122.0754,37.6187)",62
-46,1202503832,"(-122.0754,37.6187)",57
-46,1202503846,"(-122.0754,37.6187)",52
-46,1202503859,"(-122.0753,37.6187)",69
-46,1202503919,"(-122.0753,37.6187)",66
-46,1202503948,"(-122.0753,37.6187)",63
-46,1202503957,"(-122.0753,37.6188)",72
-46,1202504036,"(-122.0753,37.6188)",69
-46,1202504041,"(-122.0753,37.6187)",73
-46,1202504046,"(-122.0754,37.6187)",60
-46,1202504055,"(-122.0753,37.6188)",73
-46,1202504070,"(-122.0754,37.6187)",67
-46,1202504106,"(-122.0753,37.6188)",68
-46,1202504111,"(-122.0753,37.6187)",64
-46,1202504151,"(-122.0753,37.6187)",67
-46,1202504166,"(-122.0753,37.6188)",70
-46,1202504191,"(-122.0753,37.6187)",67
-46,1202504209,"(-122.0754,37.6187)",68
-46,1202504217,"(-122.0753,37.6188)",67
-46,1202504234,"(-122.0753,37.6187)",68
-46,1202504281,"(-122.0754,37.6187)",59
-46,1202504319,"(-122.0753,37.6188)",70
-46,1202504336,"(-122.0754,37.6187)",62
-46,1202504351,"(-122.0754,37.6187)",66
-46,1202504363,"(-122.0754,37.6187)",66
-46,1202504381,"(-122.0753,37.6187)",66
-46,1202504418,"(-122.0753,37.6187)",69
-46,1202504430,"(-122.0753,37.6188)",69
-46,1202504449,"(-122.0753,37.6187)",67
-46,1202504469,"(-122.0754,37.6187)",65
-46,1202504474,"(-122.0753,37.6188)",65
-46,1202504488,"(-122.0753,37.6187)",70
-46,1202504495,"(-122.0753,37.6188)",64
-46,1202504499,"(-122.0754,37.6187)",61
-46,1202504512,"(-122.0753,37.6188)",69
-46,1202504550,"(-122.0754,37.6187)",65
-46,1202504558,"(-122.0753,37.6187)",64
-46,1202504574,"(-122.0753,37.6188)",71
-46,1202504579,"(-122.0754,37.6187)",68
-46,1202504606,"(-122.0753,37.6188)",73
-46,1202504612,"(-122.0754,37.6187)",67
-46,1202504633,"(-122.0754,37.6187)",59
-46,1202504637,"(-122.0754,37.6187)",64
-46,1202504641,"(-122.0753,37.6188)",73
-46,1202504741,"(-122.0753,37.6187)",71
-46,1202504749,"(-122.0753,37.6188)",69
-46,1202504778,"(-122.0754,37.6187)",62
-46,1202504781,"(-122.0753,37.6188)",70
-46,1202504823,"(-122.0754,37.6187)",63
-46,1202504831,"(-122.0754,37.6187)",62
-46,1202504874,"(-122.0754,37.6187)",66
-46,1202504876,"(-122.0753,37.6187)",67
-46,1202504950,"(-122.0754,37.6187)",63
-46,1202504952,"(-122.0753,37.6187)",71
-46,1202505003,"(-122.0754,37.6187)",61
-46,1202505004,"(-122.0754,37.6187)",58
-46,1202505009,"(-122.0754,37.6187)",63
-46,1202505030,"(-122.0754,37.6187)",53
-46,1202505056,"(-122.0754,37.6187)",63
-46,1202505077,"(-122.0753,37.6187)",64
-46,1202505103,"(-122.0753,37.6187)",58
-46,1202505107,"(-122.0754,37.6187)",56
-46,1202505141,"(-122.0754,37.6187)",58
-46,1202505144,"(-122.0753,37.6188)",71
-46,1202505195,"(-122.0754,37.6187)",48
-46,1202505201,"(-122.0752,37.6188)",66
-46,1202505206,"(-122.0753,37.6187)",63
-46,1202505252,"(-122.0753,37.6188)",76
-46,1202505267,"(-122.0753,37.6188)",86
-46,1202505272,"(-122.0753,37.6188)",77
-46,1202505291,"(-122.0753,37.6188)",70
-46,1202505306,"(-122.0753,37.6187)",68
-46,1202505331,"(-122.0753,37.6187)",69
-46,1202505343,"(-122.0754,37.6187)",68
-46,1202505351,"(-122.0754,37.6187)",61
-46,1202505365,"(-122.0754,37.6187)",64
-46,1202505373,"(-122.0753,37.6188)",69
-46,1202505377,"(-122.0754,37.6187)",58
-46,1202505394,"(-122.0754,37.6187)",66
-46,1202505409,"(-122.0754,37.6187)",73
-46,1202505410,"(-122.0753,37.6188)",76
-46,1202505427,"(-122.0754,37.6187)",73
-46,1202505433,"(-122.0753,37.6187)",69
-46,1202505445,"(-122.0753,37.6188)",71
-46,1202505498,"(-122.0753,37.6187)",69
-46,1202505506,"(-122.0754,37.6187)",64
-46,1202505546,"(-122.0753,37.6187)",71
-46,1202505572,"(-122.0753,37.6187)",68
-46,1202505582,"(-122.0754,37.6187)",60
-46,1202505632,"(-122.0754,37.6187)",62
-46,1202505676,"(-122.0753,37.6188)",72
-46,1202505678,"(-122.0754,37.6187)",58
-46,1202505680,"(-122.0753,37.6188)",71
-46,1202505686,"(-122.0754,37.6187)",71
-46,1202505691,"(-122.0754,37.6187)",65
-46,1202505697,"(-122.0753,37.6188)",77
-46,1202505700,"(-122.0754,37.6187)",69
-46,1202505713,"(-122.0753,37.6187)",67
-46,1202505715,"(-122.0754,37.6187)",69
-46,1202505715,"(-122.0753,37.6188)",76
-46,1202505829,"(-122.0754,37.6187)",62
-46,1202505906,"(-122.0753,37.6188)",69
-46,1202505985,"(-122.0754,37.6187)",64
-46,1202506046,"(-122.0753,37.6187)",61
-46,1202506048,"(-122.0753,37.6187)",60
-46,1202506055,"(-122.0754,37.6187)",54
-46,1202506072,"(-122.0754,37.6187)",67
-46,1202506159,"(-122.0754,37.6187)",72
-46,1202506181,"(-122.0753,37.6187)",63
-46,1202506252,"(-122.0754,37.6187)",65
-46,1202506278,"(-122.0754,37.6187)",61
-46,1202506292,"(-122.0753,37.6187)",70
-46,1202506299,"(-122.0754,37.6187)",61
-46,1202506342,"(-122.0753,37.6187)",65
-46,1202506353,"(-122.0753,37.6187)",64
-46,1202506396,"(-122.0753,37.6187)",63
-46,1202506414,"(-122.0754,37.6187)",63
-46,1202506480,"(-122.0753,37.6188)",69
-46,1202506508,"(-122.0754,37.6187)",63
-46,1202506510,"(-122.0753,37.6187)",69
-46,1202506528,"(-122.0753,37.6187)",69
-46,1202506532,"(-122.0754,37.6187)",71
-46,1202506566,"(-122.0753,37.6187)",67
-46,1202506573,"(-122.0754,37.6187)",53
-46,1202506584,"(-122.0754,37.6187)",59
-46,1202506600,"(-122.0754,37.6187)",56
-46,1202506604,"(-122.0753,37.6188)",64
-46,1202506612,"(-122.0754,37.6187)",55
-46,1202506615,"(-122.0753,37.6188)",58
-46,1202506639,"(-122.0753,37.6187)",62
-46,1202506666,"(-122.0753,37.6187)",68
-46,1202506672,"(-122.0753,37.6187)",65
-46,1202506692,"(-122.0754,37.6187)",63
-46,1202506742,"(-122.0754,37.6187)",60
-46,1202506776,"(-122.0754,37.6187)",68
-46,1202506777,"(-122.0753,37.6187)",68
-46,1202506783,"(-122.0753,37.6187)",66
-46,1202506798,"(-122.0753,37.6187)",66
-46,1202506799,"(-122.0753,37.6188)",71
-46,1202506800,"(-122.0754,37.6187)",63
-46,1202506807,"(-122.0753,37.6188)",71
-46,1202506808,"(-122.0754,37.6187)",62
-46,1202506830,"(-122.0753,37.6187)",65
-46,1202506830,"(-122.0754,37.6187)",59
-46,1202506831,"(-122.0754,37.6187)",64
-46,1202506863,"(-122.0753,37.6188)",65
-46,1202506874,"(-122.0754,37.6187)",65
-46,1202506885,"(-122.0753,37.6187)",66
-46,1202506886,"(-122.0753,37.6188)",73
-46,1202506898,"(-122.0753,37.6187)",65
-46,1202506904,"(-122.0754,37.6187)",68
-46,1202506940,"(-122.0754,37.6187)",56
-46,1202506946,"(-122.0754,37.6187)",52
-46,1202506991,"(-122.0754,37.6187)",64
-46,1202507013,"(-122.0754,37.6187)",61
-46,1202507028,"(-122.0754,37.6187)",56
-46,1202507036,"(-122.0753,37.6187)",67
-46,1202507049,"(-122.0753,37.6188)",65
-46,1202507086,"(-122.0753,37.6188)",69
-46,1202507128,"(-122.0754,37.6187)",67
-46,1202507129,"(-122.0754,37.6187)",67
-46,1202507132,"(-122.0754,37.6187)",70
-46,1202507142,"(-122.0753,37.6187)",64
-46,1202507144,"(-122.0754,37.6187)",64
-46,1202507146,"(-122.0753,37.6188)",64
-46,1202507147,"(-122.0753,37.6188)",67
-46,1202507169,"(-122.0753,37.6187)",64
-46,1202507179,"(-122.0754,37.6187)",61
-46,1202507206,"(-122.0753,37.6187)",63
-46,1202507214,"(-122.0754,37.6187)",66
-46,1202507214,"(-122.0754,37.6187)",54
-46,1202507223,"(-122.0754,37.6187)",63
-46,1202507238,"(-122.0754,37.6187)",59
-46,1202507282,"(-122.0753,37.6188)",71
-46,1202507311,"(-122.0753,37.6188)",63
-46,1202507333,"(-122.0753,37.6188)",68
-46,1202507363,"(-122.0753,37.6188)",61
-46,1202507431,"(-122.0754,37.6187)",61
-46,1202507433,"(-122.0753,37.6188)",62
-46,1202507444,"(-122.0754,37.6187)",54
-46,1202507472,"(-122.0754,37.6187)",67
-46,1202507510,"(-122.0753,37.6188)",70
-46,1202507512,"(-122.0753,37.6187)",67
-46,1202507530,"(-122.0754,37.6187)",67
-46,1202507531,"(-122.0754,37.6187)",59
-46,1202507537,"(-122.0753,37.6187)",73
-46,1202507542,"(-122.0754,37.6187)",61
-46,1202507544,"(-122.0754,37.6187)",68
-46,1202507566,"(-122.0754,37.6187)",58
-46,1202507573,"(-122.0754,37.6187)",57
-46,1202507584,"(-122.0754,37.6187)",57
-46,1202507598,"(-122.0753,37.6188)",59
-46,1202507607,"(-122.0754,37.6187)",58
-46,1202507621,"(-122.0754,37.6187)",56
-46,1202507647,"(-122.0754,37.6187)",58
-46,1202507651,"(-122.0754,37.6187)",54
-46,1202507652,"(-122.0754,37.6187)",50
-46,1202507657,"(-122.0753,37.6187)",65
-46,1202507658,"(-122.0754,37.6187)",55
-46,1202507671,"(-122.0753,37.6188)",66
-46,1202507675,"(-122.0754,37.6187)",55
-46,1202507679,"(-122.0754,37.6187)",51
-46,1202507684,"(-122.0753,37.6187)",64
-46,1202507687,"(-122.0754,37.6187)",60
-46,1202507705,"(-122.0754,37.6187)",70
-46,1202507734,"(-122.0754,37.6187)",66
-46,1202507737,"(-122.0753,37.6188)",72
-46,1202507737,"(-122.0754,37.6187)",58
-46,1202507744,"(-122.0754,37.6187)",62
-46,1202507756,"(-122.0753,37.6187)",62
-46,1202507757,"(-122.0753,37.6187)",61
-46,1202507758,"(-122.0753,37.6187)",63
-46,1202507759,"(-122.0754,37.6187)",59
-46,1202507808,"(-122.0754,37.6187)",62
-46,1202507808,"(-122.0754,37.6187)",65
-46,1202507820,"(-122.0754,37.6187)",52
-46,1202507828,"(-122.0754,37.6187)",57
-46,1202507855,"(-122.0754,37.6187)",62
-46,1202507857,"(-122.0754,37.6187)",62
-46,1202507868,"(-122.0753,37.6187)",67
-46,1202507880,"(-122.0753,37.6188)",67
-46,1202507887,"(-122.0753,37.6187)",70
-46,1202507910,"(-122.0753,37.6187)",66
-46,1202507967,"(-122.0753,37.6187)",62
-46,1202507978,"(-122.0753,37.6188)",66
-46,1202508013,"(-122.0753,37.6188)",69
-46,1202508024,"(-122.0754,37.6187)",58
-46,1202508042,"(-122.0754,37.6187)",61
-46,1202508056,"(-122.0754,37.6187)",58
-46,1202508058,"(-122.0753,37.6188)",67
-46,1202508080,"(-122.0753,37.6187)",64
-46,1202508102,"(-122.0753,37.6188)",63
-46,1202508103,"(-122.0754,37.6187)",56
-46,1202508112,"(-122.0754,37.6187)",57
-46,1202508135,"(-122.0754,37.6187)",65
-46,1202508137,"(-122.0753,37.6188)",71
-46,1202508154,"(-122.0753,37.6188)",66
-46,1202508177,"(-122.0753,37.6187)",69
-46,1202508191,"(-122.0754,37.6187)",58
-46,1202508193,"(-122.0754,37.6187)",52
-46,1202508200,"(-122.0753,37.6188)",65
-46,1202508203,"(-122.0754,37.6187)",60
-46,1202508232,"(-122.0754,37.6187)",59
-46,1202508265,"(-122.0754,37.6187)",64
-46,1202508289,"(-122.0753,37.6188)",74
-46,1202508335,"(-122.0754,37.6187)",52
-46,1202508340,"(-122.0753,37.6188)",64
-46,1202508348,"(-122.0754,37.6187)",62
-46,1202508353,"(-122.0753,37.6188)",65
-46,1202508400,"(-122.0753,37.6188)",67
-46,1202508403,"(-122.0754,37.6187)",55
-46,1202508433,"(-122.0753,37.6187)",69
-46,1202508434,"(-122.0754,37.6187)",62
-46,1202508449,"(-122.0754,37.6187)",58
-46,1202508456,"(-122.0754,37.6187)",58
-46,1202508466,"(-122.0754,37.6187)",60
-46,1202508467,"(-122.0754,37.6187)",59
-46,1202508476,"(-122.0753,37.6188)",69
-46,1202508502,"(-122.0754,37.6187)",66
-46,1202508538,"(-122.0754,37.6187)",65
-46,1202508539,"(-122.0754,37.6187)",60
-46,1202508543,"(-122.0754,37.6187)",59
