"fk_vtl_id","unixtime","coordinate","vel_mph"
-31,1202503211,"(-122.0532,37.5877)",67
-31,1202503243,"(-122.0532,37.5877)",64
-31,1202503294,"(-122.0532,37.5877)",69
-31,1202503301,"(-122.0532,37.5877)",68
-31,1202503340,"(-122.0532,37.5877)",70
-31,1202503383,"(-122.0532,37.5877)",63
-31,1202503389,"(-122.0532,37.5877)",67
-31,1202503396,"(-122.0533,37.5877)",57
-31,1202503405,"(-122.0533,37.5877)",63
-31,1202503406,"(-122.0533,37.5877)",63
-31,1202503408,"(-122.0532,37.5877)",69
-31,1202503485,"(-122.0532,37.5878)",71
-31,1202503488,"(-122.0532,37.5878)",77
-31,1202503492,"(-122.0532,37.5877)",65
-31,1202503499,"(-122.0532,37.5877)",68
-31,1202503505,"(-122.0532,37.5877)",60
-31,1202503545,"(-122.0532,37.5877)",64
-31,1202503549,"(-122.0533,37.5877)",60
-31,1202503553,"(-122.0532,37.5878)",70
-31,1202503559,"(-122.0532,37.5877)",70
-31,1202503560,"(-122.0532,37.5877)",65
-31,1202503566,"(-122.0532,37.5877)",65
-31,1202503578,"(-122.0532,37.5877)",70
-31,1202503582,"(-122.0532,37.5878)",77
-31,1202503615,"(-122.0532,37.5878)",71
-31,1202503647,"(-122.0533,37.5877)",52
-31,1202503651,"(-122.0532,37.5877)",61
-31,1202503718,"(-122.0532,37.5877)",61
-31,1202503729,"(-122.0532,37.5877)",65
-31,1202503748,"(-122.0532,37.5877)",54
-31,1202503801,"(-122.0533,37.5877)",61
-31,1202503836,"(-122.0532,37.5877)",68
-31,1202503869,"(-122.0532,37.5877)",66
-31,1202503892,"(-122.0532,37.5877)",67
-31,1202503898,"(-122.0533,37.5877)",52
-31,1202503905,"(-122.0532,37.5877)",65
-31,1202503907,"(-122.0532,37.5877)",66
-31,1202503907,"(-122.0533,37.5877)",57
-31,1202503920,"(-122.0532,37.5877)",65
-31,1202503925,"(-122.0532,37.5877)",62
-31,1202503946,"(-122.0532,37.5877)",60
-31,1202503972,"(-122.0532,37.5877)",68
-31,1202503989,"(-122.0532,37.5877)",71
-31,1202504012,"(-122.0533,37.5877)",57
-31,1202504020,"(-122.0533,37.5877)",64
-31,1202504049,"(-122.0532,37.5878)",70
-31,1202504084,"(-122.0532,37.5877)",69
-31,1202504157,"(-122.0532,37.5878)",74
-31,1202504171,"(-122.0532,37.5877)",67
-31,1202504183,"(-122.0532,37.5877)",68
-31,1202504191,"(-122.0532,37.5877)",60
-31,1202504204,"(-122.0532,37.5877)",66
-31,1202504230,"(-122.0532,37.5878)",70
-31,1202504240,"(-122.0533,37.5877)",52
-31,1202504277,"(-122.0532,37.5877)",69
-31,1202504290,"(-122.0531,37.5878)",69
-31,1202504325,"(-122.0532,37.5877)",66
-31,1202504345,"(-122.0533,37.5877)",62
-31,1202504347,"(-122.0532,37.5877)",66
-31,1202504362,"(-122.0532,37.5877)",67
-31,1202504415,"(-122.0532,37.5877)",73
-31,1202504451,"(-122.0532,37.5878)",65
-31,1202504479,"(-122.0532,37.5877)",62
-31,1202504497,"(-122.0532,37.5878)",72
-31,1202504523,"(-122.0532,37.5877)",67
-31,1202504542,"(-122.0532,37.5877)",74
-31,1202504552,"(-122.0532,37.5877)",77
-31,1202504582,"(-122.0532,37.5877)",67
-31,1202504601,"(-122.0532,37.5878)",74
-31,1202504603,"(-122.0532,37.5877)",66
-31,1202504603,"(-122.0532,37.5878)",76
-31,1202504625,"(-122.0533,37.5877)",68
-31,1202504629,"(-122.0533,37.5877)",71
-31,1202504641,"(-122.0532,37.5878)",67
-31,1202504643,"(-122.0532,37.5877)",67
-31,1202504688,"(-122.0532,37.5877)",73
-31,1202504693,"(-122.0532,37.5877)",60
-31,1202504695,"(-122.0532,37.5878)",75
-31,1202504708,"(-122.0532,37.5877)",67
-31,1202504724,"(-122.0533,37.5877)",69
-31,1202504755,"(-122.0532,37.5877)",66
-31,1202504766,"(-122.0532,37.5877)",72
-31,1202504771,"(-122.0532,37.5877)",66
-31,1202504775,"(-122.0532,37.5877)",65
-31,1202504876,"(-122.0532,37.5878)",73
-31,1202504878,"(-122.0532,37.5877)",66
-31,1202504904,"(-122.0532,37.5878)",71
-31,1202504918,"(-122.0532,37.5877)",64
-31,1202504956,"(-122.0532,37.5877)",66
-31,1202504979,"(-122.0532,37.5877)",61
-31,1202505011,"(-122.0532,37.5877)",64
-31,1202505013,"(-122.0532,37.5877)",64
-31,1202505081,"(-122.0532,37.5877)",67
-31,1202505094,"(-122.0533,37.5877)",60
-31,1202505130,"(-122.0532,37.5877)",71
-31,1202505156,"(-122.0532,37.5877)",63
-31,1202505186,"(-122.0532,37.5877)",70
-31,1202505199,"(-122.0533,37.5877)",55
-31,1202505219,"(-122.0532,37.5877)",62
-31,1202505243,"(-122.0532,37.5877)",68
-31,1202505245,"(-122.0532,37.5877)",68
-31,1202505279,"(-122.0532,37.5877)",63
-31,1202505284,"(-122.0532,37.5877)",67
-31,1202505337,"(-122.0532,37.5877)",74
-31,1202505375,"(-122.0532,37.5878)",65
-31,1202505380,"(-122.0532,37.5878)",65
-31,1202505388,"(-122.0532,37.5878)",77
-31,1202505421,"(-122.0532,37.5877)",69
-31,1202505431,"(-122.0532,37.5878)",73
-31,1202505459,"(-122.0532,37.5877)",70
-31,1202505478,"(-122.0532,37.5877)",65
-31,1202505491,"(-122.0533,37.5877)",65
-31,1202505499,"(-122.0532,37.5877)",70
-31,1202505507,"(-122.0532,37.5877)",68
-31,1202505528,"(-122.0532,37.5878)",77
-31,1202505536,"(-122.0532,37.5877)",65
-31,1202505546,"(-122.0532,37.5877)",78
-31,1202505561,"(-122.0532,37.5877)",70
-31,1202505570,"(-122.0532,37.5877)",71
-31,1202505629,"(-122.0532,37.5877)",72
-31,1202505648,"(-122.0532,37.5877)",66
-31,1202505666,"(-122.0533,37.5877)",49
-31,1202505676,"(-122.0532,37.5878)",64
-31,1202505705,"(-122.0533,37.5877)",53
-31,1202505708,"(-122.0532,37.5877)",64
-31,1202505733,"(-122.0532,37.5877)",69
-31,1202505799,"(-122.0531,37.5878)",72
-31,1202505814,"(-122.0532,37.5878)",66
-31,1202505825,"(-122.0532,37.5878)",66
-31,1202505826,"(-122.0532,37.5877)",67
-31,1202505829,"(-122.0532,37.5877)",68
-31,1202505832,"(-122.0532,37.5878)",74
-31,1202505838,"(-122.0533,37.5877)",60
-31,1202505843,"(-122.0532,37.5877)",68
-31,1202505843,"(-122.0532,37.5877)",70
-31,1202505980,"(-122.053,37.5878)",63
-31,1202506027,"(-122.0533,37.5877)",53
-31,1202506030,"(-122.0532,37.5878)",73
-31,1202506113,"(-122.0533,37.5877)",61
-31,1202506114,"(-122.0532,37.5877)",64
-31,1202506128,"(-122.0533,37.5877)",61
-31,1202506151,"(-122.0533,37.5877)",55
-31,1202506159,"(-122.0533,37.5877)",55
-31,1202506181,"(-122.0532,37.5877)",70
-31,1202506186,"(-122.0533,37.5877)",62
-31,1202506195,"(-122.0533,37.5877)",62
-31,1202506208,"(-122.0532,37.5877)",64
-31,1202506304,"(-122.0533,37.5877)",62
-31,1202506322,"(-122.0532,37.5877)",65
-31,1202506346,"(-122.0533,37.5877)",65
-31,1202506349,"(-122.0533,37.5877)",61
-31,1202506352,"(-122.0533,37.5877)",66
-31,1202506371,"(-122.0533,37.5877)",62
-31,1202506385,"(-122.0533,37.5877)",57
-31,1202506395,"(-122.0532,37.5877)",64
-31,1202506404,"(-122.0533,37.5877)",63
-31,1202506442,"(-122.0533,37.5877)",57
-31,1202506450,"(-122.0533,37.5877)",61
-31,1202506489,"(-122.0532,37.5877)",67
-31,1202506504,"(-122.0533,37.5877)",61
-31,1202506533,"(-122.0533,37.5877)",62
-31,1202506564,"(-122.0533,37.5877)",64
-31,1202506614,"(-122.0532,37.5877)",70
-31,1202506639,"(-122.0533,37.5877)",66
-31,1202506651,"(-122.0532,37.5877)",77
-31,1202506675,"(-122.0533,37.5877)",64
-31,1202506707,"(-122.0533,37.5877)",57
-31,1202506733,"(-122.0532,37.5878)",75
-31,1202506747,"(-122.0533,37.5877)",50
-31,1202506753,"(-122.0533,37.5877)",51
-31,1202506762,"(-122.0533,37.5877)",52
-31,1202506781,"(-122.0533,37.5877)",59
-31,1202506782,"(-122.0532,37.5877)",62
-31,1202506808,"(-122.0532,37.5878)",67
-31,1202506822,"(-122.0533,37.5877)",57
-31,1202506850,"(-122.0533,37.5877)",54
-31,1202506872,"(-122.0533,37.5877)",49
-31,1202506890,"(-122.0533,37.5877)",59
-31,1202506899,"(-122.0532,37.5878)",74
-31,1202506914,"(-122.0532,37.5877)",67
-31,1202506921,"(-122.0532,37.5877)",66
-31,1202506928,"(-122.0533,37.5877)",64
-31,1202506935,"(-122.0532,37.5877)",66
-31,1202506944,"(-122.0533,37.5877)",66
-31,1202506965,"(-122.0533,37.5877)",65
-31,1202506975,"(-122.0532,37.5877)",64
-31,1202506997,"(-122.0532,37.5877)",65
-31,1202507027,"(-122.0533,37.5877)",56
-31,1202507035,"(-122.0533,37.5877)",50
-31,1202507036,"(-122.0533,37.5877)",51
-31,1202507042,"(-122.0533,37.5877)",60
-31,1202507048,"(-122.0533,37.5877)",53
-31,1202507088,"(-122.0533,37.5877)",58
-31,1202507097,"(-122.053,37.5878)",56
-31,1202507103,"(-122.0533,37.5877)",57
-31,1202507132,"(-122.0532,37.5877)",62
-31,1202507158,"(-122.0532,37.5877)",65
-31,1202507164,"(-122.0532,37.5877)",63
-31,1202507171,"(-122.0532,37.5877)",68
-31,1202507221,"(-122.0533,37.5877)",65
-31,1202507260,"(-122.0532,37.5877)",68
-31,1202507277,"(-122.0533,37.5877)",49
-31,1202507283,"(-122.0532,37.5877)",65
-31,1202507286,"(-122.0533,37.5877)",52
-31,1202507329,"(-122.0533,37.5877)",67
-31,1202507330,"(-122.0533,37.5877)",56
-31,1202507347,"(-122.0533,37.5877)",60
-31,1202507369,"(-122.0533,37.5877)",58
-31,1202507374,"(-122.0533,37.5877)",58
-31,1202507375,"(-122.0533,37.5877)",53
-31,1202507446,"(-122.0533,37.5877)",61
-31,1202507492,"(-122.0532,37.5877)",73
-31,1202507572,"(-122.0532,37.5877)",73
-31,1202507597,"(-122.0532,37.5877)",65
-31,1202507618,"(-122.0533,37.5877)",69
-31,1202507652,"(-122.0532,37.5877)",68
-31,1202507676,"(-122.0533,37.5877)",57
-31,1202507678,"(-122.0532,37.5878)",67
-31,1202507688,"(-122.0533,37.5877)",55
-31,1202507694,"(-122.0532,37.5877)",61
-31,1202507704,"(-122.0533,37.5877)",59
-31,1202507723,"(-122.0533,37.5877)",62
-31,1202507733,"(-122.0532,37.5877)",61
-31,1202507741,"(-122.0532,37.5877)",63
-31,1202507755,"(-122.0533,37.5877)",55
-31,1202507769,"(-122.0533,37.5877)",56
-31,1202507776,"(-122.0532,37.5877)",60
-31,1202507800,"(-122.0533,37.5877)",57
-31,1202507805,"(-122.0533,37.5877)",59
-31,1202507806,"(-122.0532,37.5877)",63
-31,1202507812,"(-122.0532,37.5877)",62
-31,1202507824,"(-122.0533,37.5877)",55
-31,1202507836,"(-122.0532,37.5877)",60
-31,1202507837,"(-122.0533,37.5877)",56
-31,1202507839,"(-122.0533,37.5877)",53
-31,1202507840,"(-122.0533,37.5877)",54
-31,1202507841,"(-122.0532,37.5877)",62
-31,1202507874,"(-122.0532,37.5877)",61
-31,1202507877,"(-122.0533,37.5877)",55
-31,1202507886,"(-122.0532,37.5877)",57
-31,1202507894,"(-122.0533,37.5877)",56
-31,1202507896,"(-122.0533,37.5877)",50
-31,1202507897,"(-122.0533,37.5877)",50
-31,1202507907,"(-122.0533,37.5877)",64
-31,1202507967,"(-122.0533,37.5877)",54
-31,1202507967,"(-122.0533,37.5877)",55
-31,1202507985,"(-122.0532,37.5877)",60
-31,1202507988,"(-122.0533,37.5877)",59
-31,1202508000,"(-122.0532,37.5877)",64
-31,1202508008,"(-122.0532,37.5877)",55
-31,1202508021,"(-122.0532,37.5877)",61
-31,1202508038,"(-122.0532,37.5877)",67
-31,1202508109,"(-122.0532,37.5877)",69
-31,1202508182,"(-122.0532,37.5877)",63
-31,1202508184,"(-122.0532,37.5877)",70
-31,1202508208,"(-122.0533,37.5877)",63
-31,1202508219,"(-122.0532,37.5877)",66
-31,1202508251,"(-122.0533,37.5877)",61
-31,1202508263,"(-122.0532,37.5877)",67
-31,1202508300,"(-122.0533,37.5877)",54
-31,1202508306,"(-122.0532,37.5878)",69
-31,1202508330,"(-122.0533,37.5877)",62
-31,1202508332,"(-122.0532,37.5877)",65
-31,1202508351,"(-122.0533,37.5877)",59
-31,1202508391,"(-122.0533,37.5877)",57
-31,1202508413,"(-122.0533,37.5877)",59
-31,1202508471,"(-122.0532,37.5878)",66
-31,1202508489,"(-122.0532,37.5877)",65
-31,1202508503,"(-122.0533,37.5877)",50
-31,1202508533,"(-122.0533,37.5877)",67
-31,1202508554,"(-122.0533,37.5877)",64
-31,1202508572,"(-122.0533,37.5877)",62
-31,1202508580,"(-122.0533,37.5877)",60
-31,1202508596,"(-122.0533,37.5877)",61
-31,1202508609,"(-122.0533,37.5877)",59
-31,1202508609,"(-122.0533,37.5877)",59
-31,1202508650,"(-122.0533,37.5877)",57
-31,1202508682,"(-122.0533,37.5877)",61
-31,1202508687,"(-122.0532,37.5877)",64
-31,1202508687,"(-122.0532,37.5877)",67
-31,1202508690,"(-122.0533,37.5877)",63
-31,1202508691,"(-122.0532,37.5877)",68
-31,1202508710,"(-122.0532,37.5878)",70
-31,1202508733,"(-122.0533,37.5877)",64
-31,1202508795,"(-122.0532,37.5877)",66
-31,1202508807,"(-122.0533,37.5877)",66
-31,1202508808,"(-122.0533,37.5877)",65
-31,1202508812,"(-122.0533,37.5877)",53
-31,1202508824,"(-122.0533,37.5877)",56
-31,1202508850,"(-122.0533,37.5877)",53
-31,1202508852,"(-122.0533,37.5877)",54
-31,1202508852,"(-122.0532,37.5877)",68
-31,1202508856,"(-122.0533,37.5877)",56
-31,1202508859,"(-122.0533,37.5877)",60
-31,1202508864,"(-122.0532,37.5877)",64
-31,1202508880,"(-122.0533,37.5877)",60
-31,1202508898,"(-122.0532,37.5877)",64
-31,1202508936,"(-122.0532,37.5877)",64
-31,1202508941,"(-122.0533,37.5877)",56
-31,1202508968,"(-122.0532,37.5878)",66
-31,1202508970,"(-122.0533,37.5877)",58
-31,1202509048,"(-122.0533,37.5877)",57
-31,1202509071,"(-122.0532,37.5877)",63
-31,1202509161,"(-122.0533,37.5877)",67
-31,1202509169,"(-122.0532,37.5877)",65
-31,1202509176,"(-122.0532,37.5877)",70
-31,1202509177,"(-122.0532,37.5877)",66
-31,1202509291,"(-122.0532,37.5877)",63
-31,1202509353,"(-122.0533,37.5877)",69
-31,1202509402,"(-122.0533,37.5877)",56
-31,1202509414,"(-122.0532,37.5877)",66
-31,1202509429,"(-122.0532,37.5877)",57
-31,1202509519,"(-122.0532,37.5877)",63
-31,1202509520,"(-122.0532,37.5877)",65
-31,1202509558,"(-122.0533,37.5877)",72
-31,1202509572,"(-122.0532,37.5877)",69
-31,1202509599,"(-122.0533,37.5877)",58
-31,1202509626,"(-122.0533,37.5877)",52
-31,1202509647,"(-122.0533,37.5877)",63
-31,1202509666,"(-122.0533,37.5877)",65
-31,1202509696,"(-122.0532,37.5877)",58
-31,1202509745,"(-122.0533,37.5877)",58
-31,1202509751,"(-122.0533,37.5877)",67
-31,1202509771,"(-122.0532,37.5877)",62
-31,1202509778,"(-122.0533,37.5877)",69
-31,1202509782,"(-122.0532,37.5877)",64
-31,1202509784,"(-122.0533,37.5877)",65
-31,1202509817,"(-122.0532,37.5877)",65
-31,1202509818,"(-122.0533,37.5877)",67
-31,1202509827,"(-122.0533,37.5877)",63
-31,1202509851,"(-122.0533,37.5877)",56
-31,1202509865,"(-122.0533,37.5877)",66
-31,1202509884,"(-122.0532,37.5877)",63
-31,1202509924,"(-122.0533,37.5877)",62
-31,1202509932,"(-122.0533,37.5877)",68
-31,1202510005,"(-122.0532,37.5877)",62
-31,1202510020,"(-122.0533,37.5877)",58
-31,1202510064,"(-122.0532,37.5878)",67
-31,1202510096,"(-122.0533,37.5877)",58
-31,1202510102,"(-122.0532,37.5877)",64
-31,1202510110,"(-122.0532,37.5877)",67
-31,1202510121,"(-122.0533,37.5877)",53
-31,1202510290,"(-122.0533,37.5877)",54
-31,1202510291,"(-122.0532,37.5878)",71
-31,1202510299,"(-122.0533,37.5877)",50
-31,1202510306,"(-122.0533,37.5877)",55
-31,1202510311,"(-122.0533,37.5877)",51
-31,1202510353,"(-122.0533,37.5877)",64
-31,1202510490,"(-122.0532,37.5878)",69
-31,1202510499,"(-122.0532,37.5877)",62
-31,1202510508,"(-122.0533,37.5877)",59
-31,1202510524,"(-122.0533,37.5877)",62
-31,1202510555,"(-122.0533,37.5877)",59
-31,1202510556,"(-122.0533,37.5877)",63
-31,1202510558,"(-122.0533,37.5877)",66
-31,1202510662,"(-122.0533,37.5877)",57
-31,1202510670,"(-122.0532,37.5877)",64
-31,1202510672,"(-122.0533,37.5877)",57
-31,1202510687,"(-122.0532,37.5877)",64
-31,1202510715,"(-122.0532,37.5877)",65
-31,1202510730,"(-122.0533,37.5877)",58
-31,1202510739,"(-122.0533,37.5877)",65
-31,1202510785,"(-122.0532,37.5877)",57
-31,1202510805,"(-122.0532,37.5877)",57
-31,1202510857,"(-122.0532,37.5877)",61
-31,1202510860,"(-122.0532,37.5877)",65
-31,1202510898,"(-122.0533,37.5877)",59
-31,1202510898,"(-122.0532,37.5877)",60
-31,1202510919,"(-122.0533,37.5877)",63
-31,1202510923,"(-122.0534,37.5877)",66
-31,1202510924,"(-122.0533,37.5877)",62
-31,1202510933,"(-122.0532,37.5877)",62
-31,1202510943,"(-122.0532,37.5877)",60
-31,1202510951,"(-122.0533,37.5877)",62
-31,1202510958,"(-122.0533,37.5877)",68
-31,1202510961,"(-122.0533,37.5877)",54
-31,1202510975,"(-122.0532,37.5877)",66
-31,1202511005,"(-122.0532,37.5877)",57
-31,1202511013,"(-122.0532,37.5877)",63
-31,1202511026,"(-122.0533,37.5877)",56
-31,1202511033,"(-122.0532,37.5877)",61
-31,1202511045,"(-122.0532,37.5877)",62
-31,1202511092,"(-122.0533,37.5877)",54
-31,1202511123,"(-122.0532,37.5878)",71
-31,1202511126,"(-122.0533,37.5877)",62
-31,1202511139,"(-122.0533,37.5877)",58
-31,1202511145,"(-122.0532,37.5878)",70
-31,1202511190,"(-122.0533,37.5877)",53
-31,1202511196,"(-122.0532,37.5877)",62
-31,1202511269,"(-122.0533,37.5877)",52
-31,1202511326,"(-122.0533,37.5877)",57
-31,1202511327,"(-122.0533,37.5877)",56
-31,1202511363,"(-122.0532,37.5878)",70
-31,1202511453,"(-122.0532,37.5877)",63
-31,1202511473,"(-122.0533,37.5877)",61
-31,1202511476,"(-122.0533,37.5877)",61
-31,1202511490,"(-122.0533,37.5877)",62
-31,1202511510,"(-122.0534,37.5877)",67
-31,1202511715,"(-122.0532,37.5877)",69
-31,1202511722,"(-122.0532,37.5877)",62
-31,1202511743,"(-122.0533,37.5877)",61
-31,1202511786,"(-122.0532,37.5877)",69
-31,1202511820,"(-122.0533,37.5877)",65
-31,1202511821,"(-122.0533,37.5877)",54
-31,1202511824,"(-122.0533,37.5877)",55
-31,1202511935,"(-122.0532,37.5877)",59
-31,1202511938,"(-122.0533,37.5877)",62
-31,1202511963,"(-122.0533,37.5877)",59
-31,1202511966,"(-122.0533,37.5877)",53
-31,1202511975,"(-122.0533,37.5877)",55
-31,1202511986,"(-122.0533,37.5877)",66
-31,1202512022,"(-122.0532,37.5877)",67
-31,1202512035,"(-122.0533,37.5877)",63
-31,1202512052,"(-122.0532,37.5877)",65
-31,1202512058,"(-122.0532,37.5877)",62
-31,1202512091,"(-122.0533,37.5877)",50
-31,1202512114,"(-122.0533,37.5877)",56
-31,1202512148,"(-122.0533,37.5877)",64
-31,1202512168,"(-122.0532,37.5877)",72
-31,1202512187,"(-122.0532,37.5877)",67
-31,1202512190,"(-122.0532,37.5877)",61
-31,1202512227,"(-122.0532,37.5877)",59
-31,1202512228,"(-122.0532,37.5877)",59
-31,1202512236,"(-122.0532,37.5877)",57
-31,1202512248,"(-122.0532,37.5877)",56
-31,1202512254,"(-122.0532,37.5877)",57
-31,1202512257,"(-122.0533,37.5877)",55
-31,1202512260,"(-122.0533,37.5877)",55
-31,1202512285,"(-122.0532,37.5877)",62
-31,1202512307,"(-122.0532,37.5877)",59
-31,1202512345,"(-122.0533,37.5877)",63
-31,1202512382,"(-122.0532,37.5877)",58
-31,1202512416,"(-122.0533,37.5877)",52
-31,1202512429,"(-122.0532,37.5877)",64
-31,1202512448,"(-122.0533,37.5877)",50
-31,1202512466,"(-122.0533,37.5877)",54
-31,1202512480,"(-122.0532,37.5877)",57
-31,1202512489,"(-122.0533,37.5877)",52
-31,1202512519,"(-122.0533,37.5877)",48
-31,1202512685,"(-122.0533,37.5877)",55
-31,1202512708,"(-122.0532,37.5877)",61
-31,1202512783,"(-122.0533,37.5877)",59
-31,1202512808,"(-122.0532,37.5877)",59
-31,1202512837,"(-122.0533,37.5877)",50
-31,1202512886,"(-122.0533,37.5877)",59
-31,1202512912,"(-122.0533,37.5877)",51
-31,1202513102,"(-122.0533,37.5877)",51
-31,1202513138,"(-122.0532,37.5877)",59
-31,1202513170,"(-122.0533,37.5877)",57
-31,1202513186,"(-122.0533,37.5877)",57
-31,1202513273,"(-122.0533,37.5877)",69
-31,1202513274,"(-122.0533,37.5877)",64
-31,1202513288,"(-122.0533,37.5877)",55
-31,1202513290,"(-122.0533,37.5877)",54
-31,1202513347,"(-122.0533,37.5877)",60
-31,1202513355,"(-122.0533,37.5877)",58
-31,1202513377,"(-122.0533,37.5877)",57
-31,1202513391,"(-122.0533,37.5877)",61
-31,1202513397,"(-122.0533,37.5877)",65
-31,1202513424,"(-122.0532,37.5877)",64
-31,1202513452,"(-122.0533,37.5877)",65
-31,1202513460,"(-122.0533,37.5877)",59
-31,1202513468,"(-122.0534,37.5877)",66
-31,1202513473,"(-122.0532,37.5877)",71
-31,1202513531,"(-122.0533,37.5877)",59
-31,1202513544,"(-122.0533,37.5877)",47
-31,1202513547,"(-122.0533,37.5877)",47
-31,1202513550,"(-122.0533,37.5877)",54
-31,1202513584,"(-122.0533,37.5877)",58
-31,1202513603,"(-122.0533,37.5877)",52
-31,1202513612,"(-122.0533,37.5877)",54
-31,1202513639,"(-122.0533,37.5877)",63
-31,1202513641,"(-122.0533,37.5877)",60
-31,1202513746,"(-122.0533,37.5877)",67
-31,1202513754,"(-122.0532,37.5877)",60
-31,1202513755,"(-122.0532,37.5877)",67
-31,1202513769,"(-122.0533,37.5877)",64
-31,1202513794,"(-122.0533,37.5877)",55
-31,1202513818,"(-122.0532,37.5877)",63
-31,1202513833,"(-122.0533,37.5877)",62
-31,1202513845,"(-122.0533,37.5877)",58
-31,1202513886,"(-122.0533,37.5877)",66
-31,1202513890,"(-122.0533,37.5877)",60
-31,1202513929,"(-122.0533,37.5877)",59
-31,1202513937,"(-122.0532,37.5877)",64
-31,1202514006,"(-122.0533,37.5877)",64
-31,1202514014,"(-122.0533,37.5877)",55
-31,1202514027,"(-122.0533,37.5877)",53
-31,1202514046,"(-122.0533,37.5877)",52
-31,1202514048,"(-122.0533,37.5877)",54
-31,1202514084,"(-122.0533,37.5877)",50
-31,1202514168,"(-122.0533,37.5877)",53
-31,1202514286,"(-122.0533,37.5877)",46
-31,1202514347,"(-122.0533,37.5877)",39
-31,1202514353,"(-122.0533,37.5877)",40
-31,1202514418,"(-122.0532,37.5877)",22
-31,1202514488,"(-122.0533,37.5877)",34
-31,1202514674,"(-122.0533,37.5877)",25
-31,1202514680,"(-122.0532,37.5877)",31
-31,1202514812,"(-122.0533,37.5877)",42
-31,1202514846,"(-122.0533,37.5877)",40
-31,1202514863,"(-122.0533,37.5877)",42
-31,1202514921,"(-122.0533,37.5877)",41
-31,1202514948,"(-122.0533,37.5877)",40
-31,1202514961,"(-122.0533,37.5877)",38
-31,1202514961,"(-122.0533,37.5877)",39
-31,1202514962,"(-122.0533,37.5877)",38
-31,1202514976,"(-122.0533,37.5877)",33
-31,1202514982,"(-122.0533,37.5877)",40
-31,1202514987,"(-122.0533,37.5877)",32
-31,1202514991,"(-122.0532,37.5877)",39
-31,1202515035,"(-122.0533,37.5877)",38
-31,1202515072,"(-122.0533,37.5877)",39
-31,1202515085,"(-122.0533,37.5877)",39
-31,1202515092,"(-122.0533,37.5877)",38
-31,1202515111,"(-122.0532,37.5877)",41
-31,1202515117,"(-122.0532,37.5877)",42
-31,1202515150,"(-122.0533,37.5877)",37
-31,1202515192,"(-122.0533,37.5877)",39
-31,1202515246,"(-122.0533,37.5877)",23
-31,1202515257,"(-122.0533,37.5877)",23
-31,1202515273,"(-122.0533,37.5877)",25
-31,1202515304,"(-122.0533,37.5877)",29
-31,1202515319,"(-122.0532,37.5877)",36
-31,1202515323,"(-122.0533,37.5877)",33
-31,1202515385,"(-122.0533,37.5877)",42
-31,1202515397,"(-122.0533,37.5877)",44
-31,1202515397,"(-122.0533,37.5877)",46
-31,1202515400,"(-122.0533,37.5877)",43
-31,1202515411,"(-122.0533,37.5877)",43
-31,1202515431,"(-122.0533,37.5877)",44
-31,1202515433,"(-122.0532,37.5877)",51
-31,1202515439,"(-122.0533,37.5877)",46
-31,1202515453,"(-122.0533,37.5877)",46
-31,1202515488,"(-122.0533,37.5877)",47
-31,1202515495,"(-122.0533,37.5877)",54
-31,1202515551,"(-122.0533,37.5877)",44
-31,1202515560,"(-122.0533,37.5877)",46
-31,1202515569,"(-122.0533,37.5877)",40
-31,1202515576,"(-122.0533,37.5877)",41
-31,1202515588,"(-122.0533,37.5877)",43
-31,1202515603,"(-122.0533,37.5877)",48
-31,1202515606,"(-122.0532,37.5877)",49
-31,1202515698,"(-122.0532,37.5877)",41
-31,1202515805,"(-122.0533,37.5877)",31
-31,1202515834,"(-122.0533,37.5877)",28
-31,1202515934,"(-122.0533,37.5877)",28
-31,1202515989,"(-122.0533,37.5877)",31
-31,1202516001,"(-122.0533,37.5877)",31
-31,1202516087,"(-122.0533,37.5877)",41
-31,1202516363,"(-122.0533,37.5877)",37
-31,1202516369,"(-122.0533,37.5877)",39
-31,1202516432,"(-122.0533,37.5877)",45
-31,1202516467,"(-122.0533,37.5877)",45
-31,1202516503,"(-122.0532,37.5877)",49
-31,1202516507,"(-122.0532,37.5877)",49
-31,1202516526,"(-122.0533,37.5877)",43
-31,1202516579,"(-122.0532,37.5877)",47
-31,1202516582,"(-122.0533,37.5877)",46
-31,1202516585,"(-122.0532,37.5877)",48
-31,1202516587,"(-122.0533,37.5877)",47
-31,1202516599,"(-122.0532,37.5877)",51
-31,1202516638,"(-122.0533,37.5877)",42
-31,1202516667,"(-122.0532,37.5877)",51
-31,1202516681,"(-122.0533,37.5877)",46
-31,1202516741,"(-122.0533,37.5877)",45
-31,1202516770,"(-122.0533,37.5877)",43
-31,1202516785,"(-122.0533,37.5877)",49
-31,1202516807,"(-122.0533,37.5877)",50
-31,1202516884,"(-122.0533,37.5877)",46
-31,1202516899,"(-122.0533,37.5877)",44
-31,1202516929,"(-122.0532,37.5877)",47
-31,1202516946,"(-122.0533,37.5877)",45
-31,1202516998,"(-122.0532,37.5877)",52
-31,1202516999,"(-122.0533,37.5877)",55
-31,1202517010,"(-122.0532,37.5877)",52
-31,1202517025,"(-122.0533,37.5877)",50
-31,1202517032,"(-122.0533,37.5877)",51
-31,1202517036,"(-122.0533,37.5877)",51
-31,1202517048,"(-122.0533,37.5877)",52
-31,1202517055,"(-122.0533,37.5877)",47
-31,1202517121,"(-122.0533,37.5877)",55
