"fk_pems_id","unixtime","flows","occs"
400006,1202500500,"{6,7,12,6}","{0.0333,0.0483,0.1028,0.0722}"
400006,1202500530,"{6,7,12,6}","{0.0333,0.0483,0.1028,0.0722}"
400006,1202500560,"{13,16,7,6}","{0.0722,0.0983,0.0489,0.0667}"
400006,1202500590,"{19,13,10,14}","{0.1006,0.0789,0.0867,0.1456}"
400006,1202500620,"{10,11,8,4}","{0.0539,0.0644,0.0606,0.0361}"
400006,1202500650,"{12,13,11,7}","{0.0639,0.0889,0.0967,0.0589}"
400006,1202500680,"{17,14,11,10}","{0.0917,0.0889,0.0944,0.0867}"
400006,1202500710,"{13,13,6,10}","{0.0656,0.0783,0.04,0.1283}"
400006,1202500740,"{10,9,10,4}","{0.0561,0.0539,0.0722,0.0744}"
400006,1202500770,"{16,15,11,12}","{0.0833,0.0961,0.1083,0.1083}"
400006,1202500800,"{12,13,6,11}","{0.0633,0.0906,0.0633,0.1044}"
400006,1202500830,"{21,14,12,5}","{0.1156,0.0944,0.1056,0.1061}"
400006,1202500860,"{20,14,12,5}","{0.1061,0.1017,0.1178,0.0439}"
400006,1202500890,"{16,12,8,7}","{0.0856,0.0744,0.1028,0.0539}"
400006,1202500920,"{12,7,9,9}","{0.0639,0.0439,0.1083,0.0772}"
400006,1202500950,"{19,20,8,11}","{0.1083,0.1389,0.0956,0.1117}"
400006,1202500980,"{18,16,10,12}","{0.0967,0.1144,0.1028,0.1078}"
400006,1202501010,"{11,9,12,9}","{0.055,0.0506,0.0972,0.0706}"
400006,1202501040,"{11,11,7,8}","{0.0589,0.0756,0.0711,0.0811}"
400006,1202501070,"{12,13,10,6}","{0.0694,0.0772,0.1222,0.0728}"
400006,1202501100,"{12,11,8,12}","{0.0572,0.0656,0.0956,0.1356}"
400006,1202501130,"{11,10,10,11}","{0.0656,0.0672,0.0983,0.11}"
400006,1202501160,"{15,14,6,7}","{0.0756,0.0933,0.0817,0.0478}"
400006,1202501190,"{16,16,9,10}","{0.0894,0.1044,0.1233,0.1117}"
400006,1202501220,"{16,16,9,10}","{0.0894,0.1044,0.1233,0.1117}"
400006,1202501250,"{17,14,12,6}","{0.0983,0.095,0.0833,0.0539}"
400006,1202501280,"{13,11,9,14}","{0.0822,0.0767,0.075,0.1594}"
400006,1202501310,"{8,15,9,12}","{0.0417,0.1083,0.1067,0.1178}"
400006,1202501340,"{18,12,14,13}","{0.0989,0.09,0.1078,0.1444}"
400006,1202501370,"{11,11,11,3}","{0.0594,0.0806,0.0689,0.0239}"
400006,1202501400,"{16,14,9,12}","{0.0839,0.0956,0.1039,0.1228}"
400006,1202501430,"{14,15,11,12}","{0.0761,0.1111,0.0794,0.1367}"
400006,1202501460,"{12,9,11,9}","{0.0639,0.0567,0.1178,0.0683}"
400006,1202501490,"{12,10,11,6}","{0.06,0.0594,0.0806,0.1083}"
400006,1202501520,"{19,18,12,16}","{0.1072,0.1256,0.1322,0.1761}"
400006,1202501550,"{14,15,10,11}","{0.0744,0.1022,0.1317,0.0939}"
400006,1202501580,"{14,13,9,11}","{0.0744,0.0794,0.0678,0.0856}"
400006,1202501610,"{16,10,8,5}","{0.0839,0.0589,0.0794,0.0589}"
400006,1202501640,"{15,13,7,9}","{0.0867,0.0828,0.0722,0.0794}"
400006,1202501670,"{17,11,11,8}","{0.0933,0.0744,0.0756,0.0967}"
400006,1202501700,"{14,15,8,8}","{0.0822,0.105,0.0756,0.0861}"
400006,1202501730,"{16,14,13,18}","{0.0911,0.0961,0.1189,0.1939}"
400006,1202501760,"{14,17,11,16}","{0.0794,0.1106,0.075,0.2}"
400006,1202501790,"{17,16,10,15}","{0.0939,0.1017,0.0806,0.1317}"
400006,1202501820,"{5,4,8,8}","{0.0239,0.0294,0.0744,0.0889}"
400006,1202501850,"{15,13,7,11}","{0.0794,0.0922,0.0667,0.1117}"
400006,1202501880,"{12,13,11,9}","{0.0633,0.0822,0.1172,0.0883}"
400006,1202501910,"{13,19,13,5}","{0.0733,0.1233,0.125,0.0383}"
400006,1202501940,"{8,10,6,6}","{0.05,0.0672,0.0544,0.0456}"
400006,1202501970,"{17,16,16,14}","{0.0906,0.1061,0.1183,0.1217}"
400006,1202502000,"{6,14,6,6}","{0.0311,0.085,0.0711,0.0528}"
400006,1202502030,"{14,14,12,12}","{0.0861,0.0928,0.1161,0.09}"
400006,1202502060,"{18,13,13,5}","{0.0967,0.0739,0.12,0.0722}"
400006,1202502090,"{16,14,9,6}","{0.0906,0.0928,0.0956,0.07}"
400006,1202502120,"{20,14,8,12}","{0.1067,0.1022,0.0883,0.1128}"
400006,1202502150,"{17,16,10,12}","{0.0944,0.1033,0.1156,0.1094}"
400006,1202502180,"{14,9,11,5}","{0.0767,0.0567,0.1283,0.04}"
400006,1202502210,"{19,10,12,14}","{0.1039,0.0711,0.1289,0.1594}"
400006,1202502240,"{12,9,5,10}","{0.0622,0.0483,0.0533,0.0817}"
400006,1202502270,"{14,16,8,9}","{0.0817,0.1,0.1111,0.1033}"
400006,1202502300,"{16,14,9,6}","{0.0878,0.0817,0.0617,0.0689}"
400006,1202502330,"{16,14,9,6}","{0.0878,0.0817,0.0617,0.0689}"
400006,1202502360,"{21,16,12,7}","{0.1206,0.105,0.0933,0.08}"
400006,1202502390,"{10,11,10,13}","{0.0561,0.0767,0.0844,0.1667}"
400006,1202502420,"{17,12,9,11}","{0.0922,0.0778,0.0844,0.1028}"
400006,1202502450,"{16,12,14,8}","{0.0883,0.075,0.0911,0.0689}"
400006,1202502480,"{16,12,14,8}","{0.0883,0.075,0.0911,0.0689}"
400006,1202502540,"{13,10,4,3}","{0.0722,0.065,0.05,0.0244}"
400006,1202502570,"{18,13,8,12}","{0.095,0.0844,0.1039,0.1183}"
400006,1202502600,"{10,11,6,8}","{0.0517,0.0672,0.0811,0.1}"
400006,1202502630,"{15,7,9,6}","{0.0778,0.0378,0.0739,0.0539}"
400006,1202502660,"{10,8,7,4}","{0.0506,0.0544,0.0728,0.0439}"
400006,1202502690,"{10,8,7,4}","{0.0506,0.0544,0.0728,0.0439}"
400006,1202502720,"{13,9,11,8}","{0.07,0.0572,0.0744,0.0706}"
400006,1202502750,"{15,15,11,16}","{0.0917,0.1111,0.0933,0.1256}"
400006,1202502780,"{20,17,10,15}","{0.1033,0.1156,0.0872,0.1328}"
400006,1202502810,"{12,11,5,6}","{0.0622,0.0756,0.0539,0.0717}"
400006,1202502840,"{20,14,11,8}","{0.1106,0.1039,0.1694,0.1006}"
400006,1202502870,"{14,12,10,12}","{0.0728,0.075,0.0844,0.1233}"
400006,1202502900,"{21,13,10,11}","{0.1156,0.0856,0.1094,0.1017}"
400006,1202502930,"{18,11,12,13}","{0.0983,0.0828,0.1011,0.1206}"
400006,1202502960,"{15,14,9,8}","{0.0844,0.0922,0.0722,0.06}"
400006,1202502990,"{15,18,9,6}","{0.0811,0.1328,0.0961,0.0678}"
400006,1202503020,"{16,11,5,9}","{0.0844,0.0778,0.0306,0.085}"
400006,1202503050,"{18,15,12,14}","{0.1044,0.1022,0.1639,0.1394}"
400006,1202503080,"{16,13,7,13}","{0.0806,0.0722,0.0511,0.1144}"
400006,1202503110,"{10,6,8,4}","{0.0494,0.0328,0.0606,0.0372}"
400006,1202503140,"{15,14,12,6}","{0.0872,0.1,0.1383,0.0778}"
400006,1202503170,"{15,14,12,6}","{0.0872,0.1,0.1383,0.0778}"
400006,1202503200,"{19,15,9,10}","{0.1028,0.0978,0.0911,0.0939}"
400006,1202503230,"{17,13,10,14}","{0.1011,0.0867,0.0928,0.14}"
400006,1202503260,"{21,13,11,5}","{0.1194,0.0828,0.0761,0.0422}"
400006,1202503290,"{16,9,7,5}","{0.0961,0.0639,0.0461,0.0506}"
400006,1202503320,"{9,10,8,8}","{0.0483,0.06,0.0861,0.0783}"
400006,1202503350,"{13,13,8,7}","{0.0733,0.0878,0.0861,0.0644}"
400006,1202503380,"{22,14,9,7}","{0.1228,0.0939,0.0744,0.05}"
400006,1202503410,"{19,15,10,9}","{0.1089,0.0961,0.1194,0.1161}"
400006,1202503440,"{17,19,11,13}","{0.0878,0.1156,0.0733,0.11}"
400006,1202503470,"{13,10,8,10}","{0.0656,0.0578,0.0844,0.1106}"
400006,1202503500,"{14,12,9,5}","{0.0778,0.0761,0.0628,0.0472}"
400006,1202503530,"{16,17,13,11}","{0.0933,0.1083,0.1167,0.1006}"
400006,1202503560,"{13,10,9,6}","{0.0683,0.0594,0.0594,0.0628}"
400006,1202503590,"{14,13,10,9}","{0.0706,0.0817,0.0933,0.0972}"
400006,1202503620,"{18,10,9,12}","{0.0972,0.0667,0.09,0.1322}"
400006,1202503650,"{13,13,11,9}","{0.0722,0.08,0.0867,0.0789}"
400006,1202503680,"{12,12,6,5}","{0.0583,0.0828,0.0867,0.0806}"
400006,1202503710,"{16,14,6,6}","{0.0872,0.1061,0.1033,0.0639}"
400006,1202503740,"{19,21,16,8}","{0.1183,0.1589,0.1167,0.0806}"
400006,1202503770,"{15,14,7,13}","{0.085,0.0978,0.0844,0.1167}"
400006,1202503800,"{20,13,11,17}","{0.11,0.0922,0.0944,0.1583}"
